age,education,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,loan_default,proof_submitted_Driving,proof_submitted_PAN,proof_submitted_Passport,proof_submitted_VoterID
47,2,538188,916620,0,0,1,0,0,0,0
25,2,701916,1197336,0,0,0,0,0,0,1
27,1,630936,804456,0,0,1,0,0,0,0
29,1,538188,803616,3,0,0,0,0,0,0
38,1,728556,868788,2,2,1,0,0,0,0
44,1,824292,947688,3,2,1,0,0,0,0
33,2,782028,925716,2,0,0,0,0,0,0
42,2,772584,941976,0,0,0,0,0,0,0
32,2,976728,1197336,3,3,1,0,0,0,0
40,1,717564,860916,4,2,0,0,0,0,0
30,2,666792,798396,2,2,1,0,0,0,0
49,2,520728,1190772,0,0,1,0,0,0,0
37,2,615636,808920,0,0,0,0,0,0,0
28,2,526188,835452,0,0,0,0,0,0,0
29,2,585396,808260,2,2,0,0,0,0,0
27,1,818028,1197336,0,0,0,0,0,0,0
40,1,744084,854400,2,2,1,0,0,0,0
26,2,428148,861744,0,0,1,0,0,0,0
43,2,713364,826200,5,5,0,0,0,0,0
46,2,634836,908148,2,2,1,0,0,0,1
40,2,615636,936000,0,0,1,0,0,0,0
41,2,690108,905568,3,3,0,0,0,0,0
39,2,789588,910092,0,0,0,0,0,0,0
45,1,711108,819780,5,3,0,0,0,0,0
41,2,679548,873252,3,2,0,0,0,0,1
31,2,657756,825540,3,2,1,0,0,0,0
46,2,612036,771456,2,0,1,0,0,0,0
35,2,725556,936648,0,0,1,0,0,0,0
45,2,826584,990000,0,0,0,0,0,0,0
26,2,849804,1197336,0,0,0,0,0,0,1
25,1,687108,881196,2,0,0,0,0,0,0
31,2,592188,923148,0,0,1,0,0,0,0
42,2,591936,718764,7.5,2,1,0,0,0,0
24,1,976728,1197336,0,0,0,0,0,0,0
46,2,588588,850440,7.5,5,0,0,0,0,0
35,2,841476,1031088,3,2,0,0,0,0,0
41,1,962232,1137600,7.5,5,1,0,0,0,0
41,2,906696,1056000,3,2,0,0,0,0,0
48,2,743556,847956,0,0,1,0,0,0,1
40,2,687108,837360,6,3,1,0,0,0,0
37,1,376452,724152,0,0,0,0,0,0,0
39,1,675108,781968,4,4,0,0,0,0,0
45,1,716964,819996,2,2,1,0,0,0,0
42,1,840276,1050180,7.5,5,0,0,0,0,0
38,2,740556,1184664,0,0,0,0,0,0,0
28,1,429300,586800,0,0,1,0,0,0,0
48,2,512448,898428,0,0,0,0,0,0,0
44,2,609636,754584,5,3,0,0,0,0,0
27,1,603636,736380,3,2,1,0,0,0,0
28,2,944232,1197336,0,0,0,0,0,0,0
27,2,651636,783048,2,0,1,0,0,0,0
35,1,521580,837876,7.5,4,0,0,0,0,0
41,2,620676,901200,7.5,4,0,0,0,0,0
28,2,575616,778356,0,0,1,0,0,0,1
44,1,756156,963708,6,0,1,0,0,0,0
46,2,711108,804000,3,3,1,0,0,0,0
44,1,661200,813840,0,0,0,0,0,0,0
38,2,556188,693336,7.5,4,0,0,0,0,0
34,2,413268,606120,7.5,5,0,0,0,0,0
36,1,562188,802932,0,0,0,0,0,0,0
31,2,963432,1197336,7,5,0,0,0,0,0
31,2,651756,771456,2,0,1,0,0,0,0
47,2,376224,558240,0,0,0,0,0,0,1
26,1,564588,814356,2,2,0,0,0,0,0
30,2,514728,679584,0,0,0,0,0,0,0
32,2,708072,843492,6,3,1,0,0,0,0
45,2,758556,917820,5,2,0,0,0,0,0
40,1,915012,1197336,3,0,1,0,0,0,0
36,1,644436,751920,0,0,0,0,0,0,0
44,2,784428,1197336,0,0,0,0,0,0,0
28,1,696708,852588,0,0,1,0,0,0,0
26,2,648936,734244,0,0,0,0,0,0,0
32,2,620436,952800,7.5,5,1,0,0,0,0
46,2,435228,736692,6,3,0,0,0,0,0
29,2,592104,892080,2,0,1,0,1,0,0
47,1,853476,1197336,2,0,1,0,0,0,0
46,2,705108,827292,0,0,0,0,0,0,0
48,1,566400,829944,7.5,5,0,0,0,0,0
39,2,538716,764868,0,0,1,0,0,0,0
42,2,841476,1014384,4,3,1,0,0,0,0
30,1,516120,637044,0,0,0,0,0,0,0
47,1,620676,825000,7.5,5,0,0,0,0,0
48,2,711108,849000,7.5,3,1,0,0,0,0
25,1,711108,1197336,0,0,1,0,0,0,1
40,2,669108,935760,0,0,0,0,0,0,0
25,1,576696,801504,3,3,0,0,0,0,1
34,2,538980,797892,2,2,0,0,0,0,0
35,2,667188,956916,0,0,0,0,0,0,0
32,1,467268,697200,0,0,0,0,0,0,0
41,2,681108,1197336,0,0,0,0,0,0,0
26,2,568188,818520,0,0,0,0,0,0,0
45,2,654708,762168,0,0,1,0,0,0,0
44,1,609636,801600,0,0,0,0,0,0,0
41,2,716556,979152,0,0,1,0,0,0,0
31,1,792828,975480,0,0,1,0,0,0,0
28,1,523728,820356,0,0,0,0,0,0,0
36,2,867804,1190532,0,0,1,0,1,0,0
36,1,770184,954000,0,0,1,0,0,0,0
41,1,552924,721524,0,0,1,0,0,0,0
48,1,574188,896220,0,0,1,0,0,0,0
33,1,912708,1197336,2,0,0,0,0,0,0
28,2,556188,926304,0,0,0,0,0,0,0
28,1,976728,1197336,0,0,1,0,0,0,0
39,2,663108,848196,6,3,0,0,0,0,0
45,1,461268,800400,0,0,0,0,0,0,0
30,1,730056,870000,0,0,1,0,0,0,0
27,2,654156,817272,0,0,1,0,0,0,0
32,2,461268,742680,2,2,1,0,0,0,0
30,2,863712,1177452,3,3,1,0,0,0,0
31,2,663108,762288,2,0,1,1,0,0,0
32,1,666156,804744,4,2,0,0,0,0,0
40,2,755364,936000,5,3,0,0,0,0,0
44,2,342348,817416,0,0,0,0,0,0,1
44,2,620640,754128,0,0,0,0,0,0,0
37,1,751104,911892,0,0,0,0,0,0,0
30,2,562188,917844,4,3,1,0,0,0,0
28,1,840204,1096584,3,3,1,0,0,0,0
33,1,580188,846000,0,0,0,0,0,0,0
47,2,605196,815196,4,2,1,0,0,0,0
31,2,651636,840876,4,2,0,0,0,0,0
41,1,708276,869136,6,5,0,0,0,0,1
47,1,472440,766632,2,2,0,0,0,0,1
42,1,702120,839964,0,0,0,0,0,0,0
25,2,885804,1197336,2,0,1,0,0,0,0
43,1,699108,830364,4,2,1,0,0,0,0
35,2,338424,763524,3,0,0,0,0,0,0
27,1,615636,804000,4,3,0,0,0,0,0
36,2,713364,863304,7,5,1,0,0,0,0
30,2,976728,1197336,0,0,1,0,0,0,1
50,2,413808,755484,2,2,1,0,0,0,0
28,1,643236,771456,0,0,0,0,0,0,0
46,1,693108,801300,7.5,5,0,0,0,0,0
37,1,711108,864900,7.5,5,0,0,0,0,0
46,2,484128,688584,0,0,0,0,0,0,0
36,2,484728,779124,7.5,5,0,0,0,0,0
47,1,512940,923496,2,2,0,0,0,0,0
36,2,884604,1019808,0,0,0,0,0,0,0
46,1,568188,1025940,3,0,0,0,0,0,0
23,2,849804,1008600,0,0,0,0,0,0,0
31,1,597156,792216,0,0,0,0,0,0,0
36,2,741420,883368,0,0,0,0,0,0,0
46,2,746556,850872,4,0,0,0,0,0,0
31,1,801384,1106820,0,0,1,0,1,0,0
30,2,576108,735372,0,0,0,0,0,0,1
29,2,844788,1197336,0,0,0,0,1,0,0
25,1,675108,827016,0,0,0,0,0,0,1
29,1,682956,943836,0,0,1,0,0,0,0
47,1,606096,776112,7.5,3,0,0,0,0,0
29,1,508728,706824,3,3,0,0,0,0,0
41,2,580188,726780,0,0,0,0,0,0,0
44,2,544188,831756,0,0,0,0,0,0,0
47,1,699108,932124,0,0,0,0,0,0,0
34,2,522648,813492,6,2,1,0,0,0,0
34,1,818028,924000,4,2,0,0,0,0,0
44,2,731964,962640,3,2,1,0,0,0,0
27,1,713364,981708,0,0,0,1,0,0,0
27,1,597636,830052,0,0,0,0,0,0,0
43,2,684156,818988,0,0,1,0,0,0,0
27,1,615636,899532,5,0,0,0,0,0,0
50,2,708156,817308,0,0,0,0,0,0,0
48,1,746556,905760,0,0,0,0,0,0,0
33,2,794028,900000,2,2,0,0,0,0,0
33,1,666708,825948,2,2,1,0,0,0,0
49,2,710484,830400,0,0,0,0,0,0,0
47,2,586188,750912,0,0,0,0,0,0,0
26,1,635736,740496,2,2,0,0,0,0,0
24,2,659868,891504,6,0,0,0,0,0,0
37,2,519528,745392,3,3,0,0,0,0,0
29,2,693756,811440,0,0,1,0,0,0,0
36,2,687108,849120,2,0,0,0,0,0,0
22,2,666156,870012,0,0,0,0,0,0,0
36,1,674556,824280,0,0,0,0,0,0,0
43,2,697908,904776,2,0,1,0,0,0,0
33,2,580188,778068,7.5,5,0,0,0,0,0
45,2,520728,942792,4,4,0,0,0,0,0
46,2,515928,775548,0,0,1,0,0,0,0
49,1,524328,731700,3,2,0,0,0,0,0
27,2,941748,1197336,0,0,1,0,0,0,0
47,1,553740,701928,7.5,3,1,0,0,0,0
26,1,737676,884880,2,2,1,0,0,0,0
41,1,629736,808980,3,3,1,0,0,0,0
32,2,358368,590400,3,3,0,0,0,0,0
28,2,681876,1164456,0,0,0,0,0,0,0
45,1,681108,830400,0,0,1,0,0,0,0
31,1,517188,766848,0,0,0,0,0,0,0
47,2,679656,1021500,0,0,1,0,0,0,1
33,2,672156,833796,0,0,0,0,0,0,0
48,2,615636,741984,0,0,0,0,0,0,0
28,1,472740,779868,2,2,0,0,0,0,0
48,2,600936,845880,0,0,0,0,0,0,0
39,2,666516,799464,0,0,1,0,0,0,1
45,2,976728,1197336,0,0,1,0,0,0,0
47,1,515628,837072,7.5,4,1,0,0,0,0
43,1,590436,798696,5,3,0,0,0,0,0
42,2,976728,1197336,2,2,0,0,0,0,0
27,1,772584,1023960,4,3,1,0,0,0,0
38,2,603636,881088,0,0,0,0,0,0,0
30,2,617196,827040,0,0,0,0,0,0,0
33,2,755364,932976,0,0,1,0,0,0,1
45,2,655908,799920,0,0,1,0,0,0,0
48,1,665508,949584,7.5,5,1,0,0,0,0
32,1,853476,1030956,4,3,0,0,0,0,0
42,1,894948,1077600,0,0,0,0,0,0,0
30,2,812028,1197336,0,0,0,0,0,0,1
27,1,639636,816360,2,2,0,0,0,0,0
25,2,368808,558240,2,0,0,0,0,0,0
50,2,592836,873432,0,0,1,0,0,0,1
39,2,657108,890148,0,0,1,0,0,0,0
37,2,618936,832416,0,0,0,0,0,0,0
46,1,850476,1197336,0,0,1,0,0,0,0
26,2,722556,906000,0,0,0,0,0,0,0
41,2,539388,747840,0,0,0,0,0,0,0
32,1,731556,887460,0,0,1,0,0,0,0
46,1,947748,1197336,0,0,0,0,0,0,0
32,2,814584,922848,2,2,1,0,0,0,0
41,1,861804,992160,0,0,1,0,0,0,0
28,2,565740,741960,2,2,1,0,0,0,0
27,2,877476,1197336,0,0,0,0,0,0,0
40,1,696036,907824,4,4,1,0,0,0,0
32,2,627636,1197336,0,0,0,0,0,0,0
46,2,597336,690864,0,0,0,0,0,0,0
47,1,527388,862608,0,0,0,1,0,0,0
36,1,899748,1043088,7.5,5,1,0,0,0,0
27,1,566988,815400,3,3,0,0,0,0,0
48,2,544188,942144,7.5,5,1,0,0,0,0
37,2,577788,736704,7.5,4,0,0,0,0,0
45,1,716556,852288,2,0,0,0,0,0,1
28,2,639348,837600,0,0,1,0,0,0,0
32,2,618936,807840,0,0,0,0,0,0,1
27,2,627636,795396,0,0,0,0,0,0,0
46,1,496728,954408,0,0,0,0,0,0,0
34,1,647748,843912,0,0,1,0,0,0,0
31,1,814584,983640,5,5,0,0,0,0,0
32,1,655908,841872,0,0,0,0,0,0,1
28,2,524388,809580,0,0,1,0,0,0,0
34,2,636936,864924,3,0,0,0,0,0,0
42,1,751008,871392,0,0,0,0,0,0,0
27,1,684156,840000,2,2,1,0,0,0,0
23,2,504048,1109424,0,0,0,0,0,0,0
30,2,338424,811080,2,0,0,1,0,0,0
43,2,424740,856908,7.5,3,0,0,1,0,0
22,2,395208,820992,4,3,1,0,0,0,0
41,1,772584,1000080,3,2,1,0,0,0,0
34,2,759384,1062000,0,0,0,0,0,0,0
34,2,872604,1197336,0,0,1,0,0,0,0
32,1,774276,984876,7.5,4,0,0,0,0,0
38,1,589836,765600,2,2,0,0,0,0,0
36,1,684348,1048416,7.5,5,0,0,0,0,0
28,2,504168,930768,2,2,1,0,1,0,0
29,1,746556,1061964,0,0,0,0,0,0,0
38,2,683508,780000,3,3,0,0,0,0,0
41,1,814584,1182804,0,0,0,0,0,0,0
36,2,526188,734640,5,4,0,0,0,0,0
29,1,615708,742668,0,0,1,0,0,0,0
45,2,506520,840552,6,0,0,0,0,0,0
48,1,788028,962088,4,2,1,0,0,0,1
24,1,467268,731172,2,0,0,0,0,0,0
40,2,912948,1128000,3,2,0,0,0,0,0
25,2,825804,1197336,0,0,0,0,0,0,0
34,2,571188,1057728,7.5,5,0,0,0,0,0
41,2,681108,844056,0,0,1,0,0,0,0
44,2,768732,930756,7.5,3,1,0,0,0,0
32,2,621636,909024,0,0,0,0,0,0,1
29,2,478728,756120,3,2,1,0,0,0,0
26,2,347544,558240,0,0,1,0,0,0,0
45,2,472728,774840,2,0,0,0,0,0,0
45,2,976728,1197336,5,3,0,0,0,0,0
26,1,562188,828948,0,0,0,0,0,0,0
45,1,586788,1036128,7.5,5,0,0,0,0,0
39,1,783828,964164,0,0,1,0,0,0,0
28,2,909012,1197336,0,0,0,0,0,0,0
39,1,544188,752580,0,0,0,0,0,0,0
47,2,783828,947124,6,3,1,1,0,0,0
43,1,338424,773520,7.5,4,0,0,0,0,0
32,2,338424,726000,0,0,0,0,0,0,0
25,2,710556,1197336,0,0,1,0,0,0,0
48,2,593508,946200,2,0,1,0,0,0,0
49,2,770556,1045332,3,2,0,0,0,0,0
28,2,976728,1197336,3,3,1,0,0,0,1
49,2,613272,985560,0,0,0,0,0,0,0
46,2,431424,804000,4,2,0,0,0,0,0
26,1,735072,876000,0,0,0,0,0,0,0
28,1,618324,746160,2,0,1,0,0,0,0
44,2,696168,811968,0,0,0,0,0,0,0
26,2,681108,842256,0,0,1,0,0,0,0
36,2,702156,1064580,0,0,1,0,0,0,0
42,2,619200,713208,3,3,1,0,0,0,0
34,2,348336,765528,3,0,0,0,0,0,0
33,2,710484,942936,4,3,1,0,0,0,0
36,2,702588,920796,0,0,1,0,0,0,1
28,2,684156,834000,0,0,1,0,0,0,0
34,2,812184,978000,6,2,1,0,0,0,0
41,1,786000,941352,2,2,0,0,0,0,0
40,2,912012,1197336,2,2,1,0,0,0,0
45,2,761364,970932,0,0,1,0,0,0,1
27,1,861804,1197336,0,0,0,0,0,0,0
47,2,556188,787104,7.5,2,0,0,0,0,0
36,1,719364,842868,0,0,1,0,0,0,0
48,2,514920,851928,2,2,0,0,0,0,0
43,2,544188,835968,0,0,0,0,0,0,0
48,2,338424,806700,0,0,0,0,0,0,0
35,1,407808,889164,7,2,0,0,0,0,0
27,2,719364,1197336,0,0,0,0,0,0,1
36,1,672156,1101012,2,2,1,0,0,0,0
35,2,766584,1156500,0,0,1,0,0,0,1
29,2,976728,1197336,3,3,1,0,0,0,0
47,1,664080,791820,0,0,0,0,0,0,0
45,1,723756,830964,6,3,0,0,0,0,0
38,1,741204,966192,3,3,0,1,0,0,0
33,2,681108,943212,0,0,0,0,0,0,0
40,1,666156,808656,0,0,0,0,0,0,0
39,1,843804,1011900,0,0,1,0,0,0,1
35,2,727764,941352,0,0,0,0,0,0,0
46,2,428892,791208,3,3,0,0,0,0,0
26,1,790584,1184340,0,0,1,0,0,0,1
47,1,725364,841560,0,0,1,0,0,0,0
32,1,976728,1197336,0,0,0,0,0,0,0
33,1,871476,1064496,7.5,5,1,0,0,0,0
34,2,552588,813600,2,0,0,0,0,0,0
36,1,770556,939480,0,0,0,0,0,0,0
29,2,800028,960504,3,2,1,0,0,0,0
35,2,796584,1021872,0,0,0,0,0,0,0
44,2,716556,910800,2,2,1,0,0,0,0
49,1,662556,802188,7,4,0,0,0,0,0
37,2,612936,824172,0,0,0,0,0,0,0
28,1,709908,841572,7,2,0,0,0,0,0
42,2,831804,1144776,7.5,3,1,0,0,0,1
44,2,654000,798000,2,0,1,0,0,0,0
33,1,879600,1080000,0,0,1,0,0,0,0
23,2,672156,846768,0,0,0,0,0,0,0
36,2,687108,986064,0,0,0,0,0,0,0
35,2,861804,1197336,0,0,1,0,0,0,0
28,1,582588,814344,5,2,0,0,0,0,0
26,2,796584,1197336,0,0,0,0,1,0,0
39,2,338424,920700,0,0,1,0,0,0,0
31,2,971832,1197336,0,0,1,0,0,0,0
48,1,724164,836400,0,0,1,0,0,0,0
45,2,976728,1197336,3,2,0,0,0,0,0
30,1,645156,769176,2,2,1,0,0,0,1
36,1,513720,753696,0,0,0,0,0,0,0
38,1,696156,894000,0,0,0,0,0,0,0
35,1,824316,1197336,7,5,0,0,0,0,0
46,2,591636,711180,7.5,5,0,0,0,0,0
47,2,696156,899616,0,0,0,0,0,0,0
44,2,713556,874200,3,0,1,0,0,0,0
47,2,574188,907452,0,0,1,0,0,0,0
45,1,618636,808368,2,2,0,0,0,0,0
37,2,817980,1155996,0,0,1,0,0,0,1
45,1,718668,884388,5,3,1,0,0,0,0
41,2,699108,866112,0,0,1,0,0,0,0
38,2,648156,926064,2,2,0,0,0,0,0
28,2,576588,669240,6,3,0,0,0,0,0
42,2,948132,1141056,0,0,0,0,0,0,0
41,2,797028,1197336,0,0,1,0,0,0,1
45,2,912948,1197336,7.5,5,0,0,0,0,0
31,1,444468,614652,0,0,0,0,0,0,0
29,2,697764,819396,7.5,5,1,0,0,0,0
35,2,568188,985872,0,0,0,0,1,0,0
44,2,661740,874560,0,0,1,0,0,0,1
38,2,529740,866808,7.5,3,1,0,0,0,0
38,1,597636,852000,2,2,0,0,0,0,0
39,1,662556,812400,4,2,0,0,0,0,1
41,2,639636,861240,3,2,0,0,0,0,0
27,1,678876,809136,2,2,1,0,0,0,1
33,2,603636,937200,2,2,0,0,0,0,0
50,1,690108,883932,0,0,1,0,0,0,0
42,2,632436,777720,3,2,0,0,0,0,1
41,2,574140,654960,5,3,0,0,0,0,0
33,1,841476,1154532,3,3,0,0,0,0,0
43,1,784428,961272,0,0,0,0,0,0,0
35,1,637236,790200,0,0,1,0,0,0,0
49,1,676956,773088,3,2,0,0,0,0,0
39,1,860628,1132836,5,4,0,0,0,0,0
47,2,591120,959520,0,0,0,0,0,0,0
38,2,352368,837528,0,0,1,0,0,0,0
28,1,761796,914400,0,0,0,0,0,0,0
40,1,520728,813288,3,2,0,0,0,0,0
24,2,727764,1015080,0,0,0,0,0,0,0
36,2,686556,790884,0,0,1,0,0,0,0
26,2,684108,821196,0,0,1,0,0,0,0
36,2,667908,861144,3,0,0,0,0,0,0
28,1,706800,905964,0,0,1,0,0,0,0
35,2,680556,780000,0,0,1,0,0,0,0
49,2,615636,784596,2,0,1,0,0,0,0
24,2,704520,828360,0,0,0,0,0,0,1
26,1,692400,854976,0,0,1,0,0,0,0
26,2,728124,1197336,2,0,1,0,0,0,0
36,2,627636,781464,7.5,5,1,0,0,0,0
37,2,841476,1008000,0,0,1,0,0,0,0
41,1,731556,882000,7.5,5,1,0,0,0,0
32,2,338424,602604,3,0,0,0,0,0,0
28,2,698724,920772,0,0,0,0,0,0,0
40,2,831876,1110276,5,4,1,0,0,0,1
29,2,792024,1197336,0,0,0,0,0,0,0
37,1,976728,1197336,2,2,1,0,0,0,0
36,2,637236,942000,7.5,5,0,0,0,0,0
27,2,663108,871044,3,3,0,0,0,0,1
42,1,703908,872700,7.5,5,0,0,0,0,0
33,2,797628,1197336,2,2,0,0,0,0,1
37,1,803784,1032000,0,0,1,0,0,0,0
30,1,556188,895788,0,0,1,0,0,0,0
31,1,672708,834360,0,0,1,0,0,0,0
32,2,425268,757920,7.5,4,0,0,0,0,0
48,1,574188,761724,7.5,5,1,0,0,0,0
42,2,673980,1093824,0,0,0,0,1,0,0
45,2,541188,870012,7.5,3,0,0,0,0,0
43,2,481248,1179720,0,0,0,0,0,0,0
32,1,650556,830280,2,2,0,0,0,0,0
44,2,719364,952728,0,0,1,0,0,0,0
26,1,760884,918000,0,0,0,0,0,0,0
49,2,671508,830400,0,0,0,0,0,0,0
29,2,623928,788064,0,0,0,0,1,0,0
25,1,651108,967560,0,0,0,0,1,0,0
34,2,762588,905304,2,0,0,0,0,0,0
44,1,615636,879600,2,0,0,0,0,0,1
25,1,642936,885600,0,0,0,0,0,0,0
26,1,718476,860136,0,0,1,0,0,0,0
35,1,770556,831864,7.5,5,0,0,0,0,0
42,2,740556,1075608,7.5,5,0,0,0,0,0
25,2,509928,751200,0,0,1,0,0,0,0
46,2,514728,821880,7.5,5,0,0,0,0,0
35,1,589752,803592,0,0,1,0,0,0,0
32,2,666156,919440,4,3,0,0,0,0,0
40,1,799428,967692,0,0,0,0,0,0,0
39,2,888948,1197336,3,3,1,1,0,0,0
32,2,606936,896016,0,0,1,0,0,0,0
27,1,715356,830496,0,0,0,0,0,0,0
24,2,564876,862896,0,0,0,0,0,0,0
29,2,657108,804444,0,0,0,0,0,0,0
40,1,684708,811620,0,0,0,0,0,0,0
29,1,746556,850848,0,0,1,0,0,0,0
45,2,658308,780144,7.5,5,1,0,0,0,0
48,2,625236,896916,7.5,5,0,0,0,0,0
45,2,722556,851124,7.5,3,0,0,0,0,0
35,2,674376,815880,7.5,4,1,0,0,0,1
27,1,660396,827100,0,0,0,0,0,0,0
48,1,770556,888000,0,0,0,0,0,0,1
28,2,609636,787584,2,2,0,0,0,0,0
27,2,888276,1197336,0,0,1,0,0,0,0
23,2,644136,819276,0,0,1,0,0,0,0
41,2,976728,1197336,7.5,2,0,0,0,0,0
44,2,681108,861252,7,3,0,0,0,0,0
44,2,650796,752400,7.5,4,1,0,0,0,0
44,2,633336,803400,2,2,1,0,1,0,0
32,2,647556,895548,0,0,1,0,1,0,0
47,1,667908,784416,2,0,0,0,0,0,0
42,2,651828,922200,5,5,0,0,0,0,0
35,1,464208,672000,0,0,1,0,0,0,0
47,2,556188,703200,7.5,5,1,0,0,0,1
30,1,877476,1197336,0,0,0,0,0,0,0
36,2,603636,771120,0,0,1,0,0,0,0
25,1,722556,819960,2,2,0,0,0,0,0
27,2,976728,1197336,0,0,0,0,0,0,0
44,2,862800,1113180,7.5,2,0,0,0,0,0
37,1,742164,888000,7.5,5,0,0,0,0,0
26,2,776028,943548,2,2,1,0,0,0,0
40,1,976728,1197336,2,2,0,0,0,0,0
22,2,696708,1046304,6,2,0,0,0,0,0
28,2,603636,740820,0,0,0,0,0,0,0
22,2,651108,1197336,0,0,1,0,0,0,0
50,2,571140,747204,0,0,0,0,0,0,0
48,1,642936,736980,2,2,0,0,0,0,0
33,2,627636,940728,0,0,0,0,0,0,0
38,2,657588,819576,0,0,1,0,0,0,1
46,2,976728,1197336,0,0,1,0,0,0,0
32,1,607032,761724,7.5,5,0,0,0,0,0
43,2,854676,1166952,0,0,1,0,1,0,0
28,1,777600,961200,0,0,0,0,0,0,0
39,2,695508,848436,2,2,1,0,0,0,0
32,2,629736,812544,0,0,1,0,0,0,1
37,1,434148,840240,2,2,0,0,0,0,0
40,2,606936,802596,3,2,0,0,0,0,1
36,2,471240,726600,2,2,0,0,0,0,0
42,2,734556,850776,7.5,3,1,0,0,0,0
33,2,726564,942972,0,0,1,0,0,0,1
36,2,580140,858000,2,2,0,0,0,0,0
35,1,588588,820188,4,2,0,0,0,0,1
30,2,647424,828000,0,0,1,0,0,0,0
28,1,686556,810000,0,0,0,0,0,0,0
34,1,819888,995388,0,0,1,0,0,0,0
39,2,976728,1197336,0,0,1,0,0,0,0
28,2,780828,1181928,0,0,0,0,0,0,1
40,2,615636,765396,0,0,1,0,0,0,0
43,2,849804,1187952,5,2,0,0,1,0,0
40,2,728556,844932,4,2,1,0,0,0,0
28,2,633636,814800,0,0,0,0,0,0,1
47,1,699108,870012,2,0,0,0,0,0,0
45,1,756012,887016,0,0,0,0,0,0,0
42,1,586188,810252,0,0,0,0,0,0,0
42,2,564828,813816,6,5,0,0,0,0,0
34,2,734556,848400,3,2,0,0,0,0,0
26,1,665424,895896,2,2,0,0,0,0,0
31,2,834204,1132836,7.5,4,0,0,0,0,0
28,2,938016,1197336,0,0,1,0,0,0,1
30,2,381768,851544,0,0,0,0,0,0,0
45,1,425268,558240,3,2,0,0,0,0,0
38,1,455268,972000,0,0,0,1,0,0,0
48,2,663108,835788,7.5,5,0,0,1,0,0
32,2,976728,1132992,0,0,0,0,0,0,0
25,1,490428,868656,3,0,0,0,0,0,0
32,2,678108,854616,0,0,0,0,0,0,0
26,1,625128,897540,0,0,1,0,0,0,0
28,2,634836,754944,2,0,0,0,0,0,0
45,1,484728,823212,7.5,5,0,0,0,0,0
38,1,467268,795600,0,0,0,0,0,0,0
47,2,724956,877836,0,0,0,0,0,0,0
40,1,627036,865848,0,0,1,0,0,0,0
30,2,532188,900468,0,0,1,0,0,0,0
40,2,663108,778224,2,0,0,0,0,0,0
42,1,374172,558240,2,0,1,0,0,0,0
45,2,514728,795396,5,2,0,0,0,0,0
38,2,731556,899748,4,2,1,0,0,0,0
40,1,743280,954684,7.5,5,1,0,0,0,0
38,2,651636,777840,3,0,1,0,0,0,1
32,1,696156,866484,2,0,0,0,0,0,0
44,2,976728,1197336,4,2,0,0,0,0,0
30,2,684156,791844,0,0,1,0,0,0,0
50,2,699108,811308,0,0,1,0,0,0,0
37,2,599736,790836,0,0,0,0,0,0,0
49,1,700956,843432,7.5,5,1,0,0,0,0
38,2,357120,987312,0,0,1,0,0,0,1
39,2,752376,993012,0,0,0,0,0,0,1
36,2,603036,752544,2,2,0,0,0,0,0
29,1,461784,702024,0,0,0,0,0,1,0
44,1,678708,859584,0,0,0,0,0,0,0
33,2,449268,707580,3,2,0,0,0,0,0
33,2,514728,852000,0,0,1,0,0,0,0
46,2,600036,788244,4,0,0,0,0,0,1
38,2,643536,823584,0,0,0,0,0,0,0
49,2,933012,1197336,0,0,0,0,0,0,0
28,1,524820,783708,0,0,1,0,0,0,0
39,1,699156,896784,0,0,0,0,0,0,0
44,1,639636,970632,0,0,0,0,0,0,0
35,1,684000,833916,7.5,5,1,1,0,0,0
46,1,900948,1096296,2,2,0,0,0,0,0
29,2,600216,1093956,0,0,0,0,0,0,0
26,1,976728,1197336,0,0,1,0,0,0,0
28,2,603636,873264,0,0,0,0,0,0,0
49,2,709764,828828,2,2,0,0,0,0,0
37,2,743556,847956,2,0,1,0,0,0,0
48,2,615636,718848,2,0,1,0,0,0,0
47,2,843804,1038972,5,4,1,0,0,0,0
44,2,640536,730920,3,2,1,0,0,0,0
35,2,809004,1179720,2,2,0,0,0,0,0
28,2,976728,1197336,0,0,0,0,0,0,0
25,1,722556,950400,0,0,0,0,0,0,0
39,1,338424,740760,5,2,0,0,0,0,0
41,2,829476,1137324,0,0,0,0,0,0,1
35,1,609636,783312,0,0,0,0,0,0,0
27,2,719364,931080,0,0,1,0,0,0,0
31,2,558828,766140,0,0,0,0,0,0,1
31,1,645108,829284,4,4,0,0,0,0,0
46,1,770556,1002504,3,3,0,0,0,0,0
25,1,853476,1197336,0,0,1,0,0,0,0
41,1,676956,1058664,0,0,0,0,0,0,0
39,2,520728,774600,0,0,0,0,0,0,0
40,1,636936,747624,0,0,1,0,0,0,1
37,2,538188,706200,7.5,2,0,0,0,0,0
32,1,752652,874812,7.5,5,0,0,0,0,0
40,2,624084,822360,0,0,0,0,0,0,0
28,2,761556,1077432,0,0,1,0,0,0,0
44,1,674688,816000,0,0,1,0,0,0,0
26,1,792984,933900,0,0,1,0,0,0,0
25,1,673908,825492,2,2,1,0,0,0,1
33,1,782028,1068132,0,0,1,0,0,0,0
36,1,976728,1197336,0,0,0,0,0,0,1
45,2,737196,1031412,0,0,0,0,0,0,0
40,2,761364,873720,2,0,0,0,0,0,0
